Company,Valuation ($B),Date Joined,Country,City ,Industry,Investors,Valuation BI,invest_1,invest_2,invest_3,invest_4,data_1,data_2,data_3,data_4
The Zebra,$1,2021-04-12,United States,Austin,E-commerce & direct-to-consumer,"Silverton Partners, Accel, Ballast Point Ventures",1.0,Silverton Partners,Accel,Ballast Point Ventures,nan,Silverton Partners,Accel,Ballast Point Ventures,
Clearcover,$1,2021-04-13,United States,Chicago,Fintech,"American Family Ventures, Cox Enterprises, OMERS Ventures",1.0,American Family Ventures,Cox Enterprises,OMERS Ventures,nan,American Family Ventures,Cox Enterprises,OMERS Ventures,
Groq,$1,2021-04-14,United States,Mountain View,Artificial intelligence,"TDK Ventures, Social Capital, D1 Capital Partners",1.0,TDK Ventures,Social Capital,D1 Capital Partners,nan,TDK Ventures,Social Capital,D1 Capital Partners,
Fiture,$1,2021-04-14,China,Chengdu,Health,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",1.0,Bertelsmann Asia Investments,Sequoia Capital China,NIO Capital,nan,Bertelsmann Asia Investments,Sequoia Capital China,NIO Capital,
Injective Protocol,$1,2021-04-20,United States,New York,Fintech,"Pantera Capital, Cadenza Ventures, BlockTower Capital",1.0,Pantera Capital,Cadenza Ventures,BlockTower Capital,nan,Pantera Capital,Cadenza Ventures,BlockTower Capital,
Sift,$1,2021-04-22,United States,San Francisco,Artificial intelligence,"Union Square Ventures, Insight Partners, Spark Capital",1.0,Union Square Ventures,Insight Partners,Spark Capital,nan,Union Square Ventures,Insight Partners,Spark Capital,
SaltPay,$1,2021-04-09,United Kingdom,London,Fintech,"Tiger Global Management, Hedosophia",1.0,Tiger Global Management,Hedosophia,nan,nan,Tiger Global Management,Hedosophia,,
Capsule,$1,2021-04-28,United States,New York,Health,"Thrive Capital, Durable Capital Partners, G Squared",1.0,Thrive Capital,Durable Capital Partners,G Squared,nan,Thrive Capital,Durable Capital Partners,G Squared,
MOLOCO,$1.50,2021-04-29,United States,Redwood City,Artificial intelligence,"Smilegate Investment, DSC Investments, KTB Ventures",1.5,Smilegate Investment,DSC Investments,KTB Ventures,nan,Smilegate Investment,DSC Investments,KTB Ventures,
Mux,$1,2021-04-30,United States,San Francisco,Internet software & services,"Accel, Cobalt Capital, Andreessen Horowitz",1.0,Accel,Cobalt Capital,Andreessen Horowitz,nan,Accel,Cobalt Capital,Andreessen Horowitz,
XForcePlus,$1,2021-06-01,China,Shanghai,Internet software & services,"Eastern Bell Capital, Danhua Capital, MSA Capital",1.0,Eastern Bell Capital,Danhua Capital,MSA Capital,nan,Eastern Bell Capital,Danhua Capital,MSA Capital,
Firefly Aerospace,$1.10,2021-05-04,United States,Cedar Park,Other,"XBTO Ventures, Raven One Ventures, SK Ventures",1.1,XBTO Ventures,Raven One Ventures,SK Ventures,nan,XBTO Ventures,Raven One Ventures,SK Ventures,
Shift Technology,$1,2021-05-06,France,Paris,Artificial intelligence,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",1.0,Griffin Gaming Partners,Andreessen Horowitz,Battery Ventures,nan,Griffin Gaming Partners,Andreessen Horowitz,Battery Ventures,
TensTorrent,$1,2021-05-05,Canada,Toronto,Artificial intelligence,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",1.0,Eclipse Ventures,Fidelity Investments,Moore Capital Management,nan,Eclipse Ventures,Fidelity Investments,Moore Capital Management,
Zihaiguo,$1,2021-05-06,China,Chongqing,Consumer & retail,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",1.0,Xingwang Investment Management,China Capital Investment Group,Matrix Partners China,nan,Xingwang Investment Management,China Capital Investment Group,Matrix Partners China,
Forte Labs,$1.73,2021-05-12,United States,San Francisco,Fintech,"Iris Capital, Accel, Elaia Partners",1.73,Iris Capital,Accel,Elaia Partners,nan,Iris Capital,Accel,Elaia Partners,
Axtria,$1,2021-05-13,United States,Berkeley Heights,Data management & analytics,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",1.0,Helion Venture Partners,Bain Capital Tech Opportunities,Sequoia Capital India,nan,Helion Venture Partners,Bain Capital Tech Opportunities,Sequoia Capital India,
Amount,$1,2021-05-17,United States,Chicago,Fintech,"Invus Group, Hanaco Venture Capital, WestCap Group",1.0,Invus Group,Hanaco Venture Capital,WestCap Group,nan,Invus Group,Hanaco Venture Capital,WestCap Group,
Vise,$1,2021-05-18,United States,New York,Fintech,"Sequoia Capital, Founders Fund, Bling Capital",1.0,Sequoia Capital,Founders Fund,Bling Capital,nan,Sequoia Capital,Founders Fund,Bling Capital,
Printful,$1,2021-05-24,United States,Charlotte,Other,Bregal Sagemount,1.0,Bregal Sagemount,nan,nan,nan,Bregal Sagemount,,,
Matrixport,$1.05,2021-06-01,Singapore,Fintech,"Dragonfly Captial, Qiming Venture Partners, DST Global",,1.05,nan,nan,nan,nan,,,,
Shippo,$1,2021-06-02,United States,San Francisco,"Supply chain, logistics, & delivery","Version One Ventures, Uncork Capital, Bessemer Venture Partners",1.0,Version One Ventures,Uncork Capital,Bessemer Venture Partners,nan,Version One Ventures,Uncork Capital,Bessemer Venture Partners,
Thirty Madison,$1,2021-06-02,United States,New York,Health,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",1.0,Northzone Ventures,Maveron,Johnson & Johnson Innovation,nan,Northzone Ventures,Maveron,Johnson & Johnson Innovation,
LetsGetChecked,$1,2021-06-07,Ireland,Dublin,Health,"Optum Ventures, Qiming Venture Partners, Transformation Capital",1.0,Optum Ventures,Qiming Venture Partners,Transformation Capital,nan,Optum Ventures,Qiming Venture Partners,Transformation Capital,
EcoFlow,$1,2021-06-10,China,Shenzhen,Hardware,"Delian Capital, China International Capital Corporation, Sequoia Capital China",1.0,Delian Capital,China International Capital Corporation,Sequoia Capital China,nan,Delian Capital,China International Capital Corporation,Sequoia Capital China,
Carro,$1,2021-06-14,Singapore,E-commerce & direct-to-consumer,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",,1.0,nan,nan,nan,nan,,,,
Tractable,$1,2021-06-16,United Kingdom,London,Artificial intelligence,"Insight Partners, Ignition Partners, Georgian Partners",1.0,Insight Partners,Ignition Partners,Georgian Partners,nan,Insight Partners,Ignition Partners,Georgian Partners,
Xiaoe Tech,$1,2021-06-15,China,Shenzhen,Internet software & services,"GGV Capital, Hillhouse Capital Management, IDG Capital",1.0,GGV Capital,Hillhouse Capital Management,IDG Capital,nan,GGV Capital,Hillhouse Capital Management,IDG Capital,
Bringg,$1,2021-06-16,Israel,Tel Aviv,"Supply chain, logistics, & delivery","Salesforce Ventures, next47, Pereg Ventures",1.0,Salesforce Ventures,next47,Pereg Ventures,nan,Salesforce Ventures,next47,Pereg Ventures,
Claroty,$1,2021-06-17,United States,New York,Cybersecurity,"Bessemer Venture Partners, MoreVC, Team8",1.0,Bessemer Venture Partners,MoreVC,Team8,nan,Bessemer Venture Partners,MoreVC,Team8,
JoyTunes,$1,2021-06-21,Israel,Tel Aviv,Edtech,"Genesis Partners, Aleph, Insight Partners",1.0,Genesis Partners,Aleph,Insight Partners,nan,Genesis Partners,Aleph,Insight Partners,
Aircall,$1,2021-06-23,United States,New York,Internet software & services,"Balderton Capital, Next World Capital, Draper Esprit",1.0,Balderton Capital,Next World Capital,Draper Esprit,nan,Balderton Capital,Next World Capital,Draper Esprit,
Worldcoin,$1,2021-06-29,United States,San Francisco,Fintech,"Day One Ventures, Coinbase Ventures, Andreessen Horowitz",1.0,Day One Ventures,Coinbase Ventures,Andreessen Horowitz,nan,Day One Ventures,Coinbase Ventures,Andreessen Horowitz,
SmartAsset,$1,2021-06-24,United States,New York,Fintech,"Javelin Venture Partners, TTV Capital, Peterson Ventures",1.0,Javelin Venture Partners,TTV Capital,Peterson Ventures,nan,Javelin Venture Partners,TTV Capital,Peterson Ventures,
Morning Consult,$1,2021-06-08,United States,Washington DC,Internet software & services,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",1.0,Advance Venture Partners,Susquehanna Growth Equity,Lupa Systems,nan,Advance Venture Partners,Susquehanna Growth Equity,Lupa Systems,
Visier,$1,2021-06-29,Canada,Vancouver,Internet software & services,"Foundation Capital, 	Summit Partners, Adams Street Partners",1.0,Foundation Capital,	Summit Partners,Adams Street Partners,nan,Foundation Capital,	Summit Partners,Adams Street Partners,
ShipBob,$1,2021-06-29,United States,Chicago,"Supply chain, logistics, & delivery","Hyde Park Venture Partners,	FundersClub. Bain Capital Ventures",1.0,Hyde Park Venture Partners,	FundersClub. Bain Capital Ventures,nan,nan,Hyde Park Venture Partners,	FundersClub. Bain Capital Ventures,,
bolttech,$1,2021-07-01,Singapore,Fintech,"Mundi Ventures, Doqling Capital Partners, Activant Capital",,1.0,nan,nan,nan,nan,,,,
MobileCoin,$1.06,2021-07-07,United States,San Francisco,Fintech,"General Catalyst, Future Ventures, AU21",1.06,General Catalyst,Future Ventures,AU21,nan,General Catalyst,Future Ventures,AU21,
Amperity,$1,2021-07-13,United States,Seattle,Artificial intelligence,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",1.0,Madrona Venture Group,Tiger Global Management,Madera Technology Partners,nan,Madrona Venture Group,Tiger Global Management,Madera Technology Partners,
Pantheon Systems,$1,2021-07-13,United States,San Francisco,Internet software & services,"Foundry Group, Scale Venture Partners, SoftBank Group",1.0,Foundry Group,Scale Venture Partners,SoftBank Group,nan,Foundry Group,Scale Venture Partners,SoftBank Group,
Xiaobing,$1,2021-07-12,China,Beijing,Fintech,"NetEase Capital, Northern Light Venture Capital, Microsoft",1.0,NetEase Capital,Northern Light Venture Capital,Microsoft,nan,NetEase Capital,Northern Light Venture Capital,Microsoft,
dMed Biopharmaceutical,$1,2021-07-12,China,Shanghai,Health,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",1.0,Qiming Venture Partners,Vivo Capital,Sequoia Capital China,nan,Qiming Venture Partners,Vivo Capital,Sequoia Capital China,
Carson Group,$1,2021-07-14,United States,Lincoln,Fintech,Bain Capital,1.0,Bain Capital,nan,nan,nan,Bain Capital,,,
GO1,$1,2021-07-19,Australia,Brisbane,Internet software & services,"Y Combinator, M12, SEEK",1.0,Y Combinator,M12,SEEK,nan,Y Combinator,M12,SEEK,
Interos,$1,2021-07-22,United States,Arlington,"Supply chain, logistics, & delivery","Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",1.0,Kleiner Perkins Caufield & Byers,NightDragon Security,Venrock,nan,Kleiner Perkins Caufield & Byers,NightDragon Security,Venrock,
BlackBuck,$1,2021-07-22,India,Bengaluru,"Supply chain, logistics, & delivery","Accel, Sands Capital, International Finance Corporation",1.0,Accel,Sands Capital,International Finance Corporation,nan,Accel,Sands Capital,International Fice Corporation,
NIUM,$1,2021-07-13,Singapore,Fintech,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",,1.0,nan,nan,nan,nan,,,,
Human Interest,$1,2021-08-04,United States,San Francisco,Fintech,"Wing Venture Capital, Slow Ventures, Uncork Capital",1.0,Wing Venture Capital,Slow Ventures,Uncork Capital,nan,Wing Venture Capital,Slow Ventures,Uncork Capital,
Bluecore,$1,2021-08-05,United States,New York,Artificial intelligence,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",1.0,FirstMark Capital,Georgian Partners,Norwest Venture Partners,nan,FirstMark Capital,Georgian Partners,Norwest Venture Partners,
Freshbooks,$1,2021-08-10,Canada,Toronto,Fintech,"Accomplice, Oak Investment Partners, Georgian Partners",1.0,Accomplice,Oak Investment Partners,Georgian Partners,nan,Accomplice,Oak Investment Partners,Georgian Partners,
Snorkel AI,$1,2021-08-09,United States,Palo Alto,Artificial intelligence,"Greylock Partners, Google Ventures, BlackRock",1.0,Greylock Partners,Google Ventures,BlackRock,nan,Greylock Partners,Google Ventures,BlackRock,
Gelato,$1,2021-08-16,Norway,Oslo,E-commerce & direct-to-consumer,"Greylock Partners, Google Ventures, BlackRock",1.0,Greylock Partners,Google Ventures,BlackRock,nan,Greylock Partners,Google Ventures,BlackRock,
Maven Clinic,$1,2021-08-17,United States,New York,Health,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",1.0,Female Founders Fund,Oak HC/FT Partners,Sequoia Capital,nan,Female Founders Fund,Oak HC/FT Partners,Sequoia Capital,
Dunamu,$1,2021-07-22,South Korea,Seoul,Fintech,"Qualcomm Ventures, Woori Investment, Hanwha Investment & Securities",1.0,Qualcomm Ventures,Woori Investment,Hanwha Investment & Securities,nan,Qualcomm Ventures,Woori Investment,Hanwha Investment & Securities,
Shield AI,$1,2021-08-24,United States,San Diego,Artificial intelligence,"Andreessen Horowitz, Homebrew, Point72 Ventures",1.0,Andreessen Horowitz,Homebrew,Point72 Ventures,nan,Andreessen Horowitz,Homebrew,Point72 Ventures,
PicsArt,$1,2021-08-26,United States,San Francisco,Mobile & telecommunications,"Sequoia Capital, DCM Ventures, Insight Partners",1.0,Sequoia Capital,DCM Ventures,Insight Partners,nan,Sequoia Capital,DCM Ventures,Insight Partners,
1KMXC,$1,2021-08-30,China,Hangzhou,Hardware,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",1.0,Goldman Sachs Asset Management,SDP Investment,Alibaba Group,nan,Goldman Sachs Asset Management,SDP Investment,Alibaba Group,
Cider,$1,2021-09-02,Hong Kong,E-commerce & direct-to-consumer,"Andreessen Horowitz, DST Global, IDG Capital",,1.0,nan,nan,nan,nan,,,,
Berlin Brands Group,$1,2021-09-01,Germany,Berlin,E-commerce & direct-to-consumer,"Ardian, Bain Capital",1.0,Ardian,Bain Capital,nan,nan,Ardian,Bain Capital,,
Agile Robots,$1,2021-09-09,Germany,Munich,Hardware,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",1.0,Hillhouse Capital Management,Sequoia Capital China,Linear Venture,nan,Hillhouse Capital Management,Sequoia Capital China,Linear Venture,
GrubMarket,$1.20,2021-09-14,United States,San Francisco,E-commerce & direct-to-consumer,"GGV Capital, BlackRock, ACE & Company",1.2,GGV Capital,BlackRock,ACE & Company,nan,GGV Capital,BlackRock,ACE & Company,
Mammoth Biosciences,$1,2021-09-09,United States,Brisbane,Health,"NFX, Plum Alley, Mayfield",1.0,NFX,Plum Alley,Mayfield,nan,NFX,Plum Alley,Mayfield,
Orchard,$1,2021-09-09,United States,New York,Fintech,"Accomplice, Juxtapose, FirstMark Capital",1.0,Accomplice,Juxtapose,FirstMark Capital,nan,Accomplice,Juxtapose,FirstMark Capital,
Xendit,$1,2021-09-14,Indonesia,Jakarta,Fintech,"Accel, Y Combinator, Amasia",1.0,Accel,Y Combinator,Amasia,nan,Accel,Y Combinator,Amasia,
TrueLayer,$1,2021-09-21,United Kingdom,London,Fintech,"Anthemis, Connect Ventures, Northzone Ventures",1.0,Anthemis,Connect Ventures,Northzone Ventures,nan,Anthemis,Connect Ventures,Northzone Ventures,
Assembly,$1,2021-09-21,United States,Culver City,Internet software & services,"Advent International, PSG, Providence Equity Partners",1.0,Advent International,PSG,Providence Equity Partners,nan,Advent International,PSG,Providence Equity Partners,
PandaDoc,$1,2021-09-22,United States,San Francisco,Internet software & services,"Rembrandt Venture Partners, M12, Altos Ventures",1.0,Rembrandt Venture Partners,M12,Altos Ventures,nan,Rembrandt Venture Partners,M12,Altos Ventures,
Keenon Robotics,$1,2021-09-15,China,Shanghai,"Supply chain, logistics, & delivery","Yunqi Partners, SoftBank Group, iVision Ventures",1.0,Yunqi Partners,SoftBank Group,iVision Ventures,nan,Yunqi Partners,SoftBank Group,iVision Ventures,
HAYDON,$1,2021-09-24,China,Shanghai,Consumer & retail,"Tencent Holdings, Hillhouse Capital Management",1.0,Tencent Holdings,Hillhouse Capital Management,nan,nan,Tencent Holdings,Hillhouse Capital Management,,
Ninja Van,$1,2021-09-27,Singapore,"Supply chain, logistics, & delivery","B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution",,1.0,nan,nan,nan,nan,,,,
Vedantu,$1,2021-09-29,India,Bengaluru,Edtech,"Accel, Tiger Global Management, Omidyar Network",1.0,Accel,Tiger Global Management,Omidyar Network,nan,Accel,Tiger Global Management,Omidyar Network,
TrialSpark,$1,2021-09-30,United States,New York,Health,"Sequoia Capital, Thrive Capital, Sound Ventures",1.0,Sequoia Capital,Thrive Capital,Sound Ventures,nan,Sequoia Capital,Thrive Capital,Sound Ventures,
Ajaib,$1,2021-10-04,Indonesia,Jakarta,Fintech,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",1.0,Softbank Ventures Asia,Alpha JWC Ventures,Insignia Ventures Partners,nan,Softbank Ventures Asia,Alpha JWC Ventures,Insignia Ventures Partners,
Licious,$1,2021-10-05,India,Bengaluru,E-commerce & direct-to-consumer,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",1.0,3one4 Capital Partners,Bertelsmann India Investments,Vertex Ventures SE Asia,nan,3one4 Capital Partners,Bertelsmann India Investments,Vertex Ventures SE Asia,
Masterworks,$1,2021-10-05,United States,New York,Fintech,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",1.0,Left Lane Capital,Galaxy Interactive,Tru Arrow Partners,nan,Left Lane Capital,Galaxy Interactive,Tru Arrow Partners,
Chronosphere,$1,2021-10-07,United States,New York,Data management & analytics,"Greylock Partners, Lux Capital, General Atlantic",1.0,Greylock Partners,Lux Capital,General Atlantic,nan,Greylock Partners,Lux Capital,General Atlantic,
Solo.io,$1,2021-10-07,United States,Cambridge,Internet software & services,"True Ventures, Altimeter Capital, Redpoint Ventures",1.0,True Ventures,Altimeter Capital,Redpoint Ventures,nan,True Ventures,Altimeter Capital,Redpoint Ventures,
Savage X Fenty,$1,2021-02-10,United States,El Segundo,E-commerce & direct-to-consumer,"Speedinvest, Valar Ventures, Uniqa Ventures",1.0,Speedinvest,Valar Ventures,Uniqa Ventures,nan,Speedinvest,Valar Ventures,Uniqa Ventures,
Swile,$1,2021-10-11,France,Montpellier,Fintech,"Index Ventures, IDInvest Partners, Daphni",1.0,Index Ventures,IDInvest Partners,Daphni,nan,Index Ventures,IDInvest Partners,Daphni,
MobiKwik,$1,2021-10-13,India,Gurugram,Fintech,"Sequoia Capital India, The Times Group, GMO VenturePartners",1.0,Sequoia Capital India,The Times Group,GMO VenturePartners,nan,Sequoia Capital India,The Times Group,GMO VenturePartners,
Weights & Biases,$1,2021-10-13,United States,San Francisco,Artificial intelligence,"Coatue Management, Insight Partners, Trinity Ventures",1.0,Coatue Management,Insight Partners,Trinity Ventures,nan,Coatue Management,Insight Partners,Trinity Ventures,
Zopa,$1,2021-10-19,United Kingdom,London,Fintech,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",1.0,IAG Capital Partners,Augmentum Fintech,Northzone Ventures,nan,IAG Capital Partners,Augmentum Fintech,Northzone Ventures,
